ID,Clase,Tempo,Entrada,Saida,TraxectoriaVideo,TraxectoriaReal
13,coche,1.068,0,0,"[(1166, 217), (1166, 217), (1166, 217), (1166, 217), (1166, 217), (1165, 217), (1164, 217), (1164, 217), (1164, 217), (1164, 217), (1164, 217), (1164, 217), (1164, 217), (1162, 218), (1161, 218), (1161, 218), (1160, 218), (1160, 218), (1161, 218), (1161, 218), (1161, 218), (1158, 219), (1157, 219), (1157, 219), (1157, 219), (1157, 219), (1157, 219), (1157, 219), (1157, 219), (1154, 221), (1153, 221), (1153, 221), (1153, 221), (1153, 221), (1153, 221), (1153, 221), (1153, 221), (1151, 224), (1151, 225), (1151, 225), (1151, 225), (1151, 225), (1151, 225), (1151, 225), (1151, 225), (1147, 227), (1146, 228), (1145, 228), (1145, 228), (1145, 228), (1145, 228), (1145, 228), (1145, 228), (1142, 230), (1140, 231), (1140, 231), (1140, 231), (1140, 231), (1140, 231), (1140, 231), (1140, 231), (1137, 233), (1136, 234), (1136, 234), (1136, 234), (1136, 234), (1136, 234), (1136, 234), (1136, 234), (1131, 236), (1129, 236), (1129, 237), (1129, 237), (1129, 237), (1129, 237), (1130, 236), (1130, 236), (1128, 238), (1127, 239), (1127, 240), (1127, 240), (1127, 239), (1127, 239), (1127, 239), (1127, 239), (1124, 241), (1122, 241), (1122, 242), (1122, 242), (1122, 241), (1122, 241), (1122, 241), (1122, 241), (1121, 243), (1120, 243), (1120, 243), (1120, 243), (1120, 243), (1120, 243), (1120, 243), (1120, 243), (1117, 246), (1116, 247), (1116, 247), (1116, 247), (1116, 247), (1116, 246), (1116, 246), (1116, 246), (1113, 250), (1113, 250), (1113, 251), (1112, 251), (1112, 250), (1112, 250), (1112, 250), (1113, 250), (1110, 254), (1109, 254), (1109, 254), (1109, 254), (1109, 254), (1109, 254), (1109, 254), (1109, 254), (1107, 255), (1107, 256), (1107, 256), (1107, 256), (1107, 256), (1107, 256), (1107, 256), (1107, 256), (1104, 258), (1103, 259), (1102, 259), (1102, 259), (1102, 259), (1102, 259), (1102, 259), (1102, 259), (1101, 261), (1100, 262), (1100, 262), (1100, 262), (1100, 262), (1100, 262), (1100, 262), (1100, 262), (1097, 265), (1096, 266), (1096, 266), (1096, 266), (1096, 266), (1096, 265), (1096, 265), (1096, 265), (1095, 266), (1095, 267), (1095, 267), (1095, 267), (1095, 267), (1095, 267), (1095, 267), (1095, 267), (1097, 269), (1098, 270), (1098, 270), (1098, 270), (1098, 270), (1098, 270), (1098, 270), (1098, 270), (1090, 273), (1088, 274), (1087, 274), (1088, 274), (1088, 274), (1088, 274), (1088, 274), (1088, 274), (1084, 277), (1084, 277), (1084, 277), (1084, 277), (1084, 277), (1084, 277), (1084, 277), (1084, 277), (1082, 281), (1082, 282), (1082, 282), (1081, 282), (1081, 282), (1081, 281), (1081, 281), (1082, 281), (1081, 282), (1081, 283), (1081, 283), (1080, 283), (1081, 283), (1081, 283), (1081, 283), (1081, 283), (1079, 286), (1079, 287), (1079, 287), (1079, 287), (1079, 287), (1079, 287), (1079, 287), (1079, 287), (1077, 289), (1077, 290), (1077, 290), (1077, 290), (1077, 290), (1077, 290), (1077, 290), (1077, 290), (1075, 292), (1075, 293), (1075, 294), (1075, 294), (1075, 294), (1075, 293), (1075, 293), (1075, 293), (1073, 296), (1073, 297), (1073, 297), (1073, 298), (1073, 298), (1073, 298), (1073, 298), (1073, 297), (1071, 298), (1070, 298), (1071, 298), (1071, 298), (1071, 299), (1071, 298), (1071, 298), (1071, 298), (1070, 301), (1070, 302), (1069, 302), (1070, 302), (1070, 302), (1070, 302), (1070, 302), (1070, 302), (1068, 304), (1068, 304), (1068, 305), (1068, 305), (1068, 305), (1068, 305), (1068, 305), (1068, 305), (1067, 306), (1066, 307), (1066, 307), (1066, 307), (1066, 307), (1066, 307), (1066, 307), (1066, 307), (1063, 308), (1063, 309), (1063, 309), (1062, 309), (1062, 309), (1062, 309), (1062, 309), (1063, 309), (1062, 313), (1061, 313), (1061, 314), (1061, 314), (1061, 314), (1061, 314), (1061, 314), (1061, 313), (1060, 315), (1059, 315), (1059, 316), (1059, 315), (1059, 315), (1059, 315), (1059, 315), (1059, 315), (1059, 317), (1059, 318), (1059, 318), (1059, 318), (1059, 318), (1059, 318), (1059, 318), (1059, 318), (1060, 319), (1060, 319), (1060, 319), (1060, 319), (1060, 319), (1060, 319), (1060, 319), (1060, 319), (1057, 323), (1056, 324), (1056, 325), (1057, 325), (1057, 325), (1057, 325), (1057, 324), (1057, 324), (1057, 326), (1057, 327), (1057, 327), (1057, 327), (1057, 327), (1057, 326), (1057, 326), (1058, 326), (1056, 328), (1055, 328), (1056, 329), (1056, 329), (1056, 329), (1056, 328), (1056, 328), (1056, 328), (1056, 330), (1056, 331), (1056, 331), (1056, 331), (1056, 331), (1056, 331), (1056, 331), (1056, 331), (1057, 333), (1057, 333), (1057, 333), (1057, 333), (1057, 333), (1057, 333), (1057, 333), (1057, 333), (1058, 335), (1058, 336), (1058, 336), (1058, 336), (1058, 336), (1058, 336), (1058, 336), (1058, 336), (1059, 339), (1060, 340), (1060, 340), (1060, 340), (1060, 340), (1060, 340), (1060, 340), (1060, 340), (1064, 342), (1065, 342), (1065, 342), (1065, 342), (1065, 342), (1065, 342), (1065, 342), (1065, 342), (1069, 344), (1070, 345), (1070, 345), (1070, 345), (1070, 345), (1070, 345), (1070, 345), (1070, 345), (1072, 347), (1074, 348), (1073, 348), (1073, 348), (1073, 348), (1073, 348), (1073, 348), (1073, 348), (1078, 350), (1080, 351), (1080, 351), (1080, 351), (1080, 351), (1080, 351), (1080, 351), (1080, 351), (1087, 353), (1089, 354), (1090, 354), (1090, 354), (1090, 354), (1090, 354), (1090, 354), (1090, 354), (1094, 357), (1096, 357), (1096, 357), (1096, 357), (1096, 357), (1096, 357), (1096, 357), (1096, 357), (1105, 357), (1107, 358), (1108, 358), (1108, 358), (1108, 358), (1108, 358), (1107, 358), (1107, 358), (1114, 360), (1115, 361), (1116, 361), (1116, 361), (1115, 361), (1115, 361), (1115, 361), (1115, 361), (1125, 363), (1128, 363), (1128, 363), (1128, 363), (1128, 363), (1128, 363), (1127, 363), (1127, 363), (1133, 364), (1135, 364), (1135, 364), (1135, 365), (1135, 364), (1135, 364), (1135, 364), (1135, 364), (1138, 365), (1138, 365), (1139, 366), (1138, 365), (1139, 365), (1139, 365), (1138, 365), (1138, 365), (1143, 364), (1144, 364), (1144, 364), (1144, 364), (1144, 364), (1144, 364), (1144, 364), (1144, 364), (1151, 363), (1153, 363), (1154, 363), (1154, 363), (1154, 363), (1153, 363), (1153, 363), (1153, 363), (1158, 366), (1159, 367), (1160, 367), (1160, 367), (1159, 367), (1159, 367), (1159, 367), (1159, 367), (1165, 368), (1166, 368), (1166, 368), (1166, 368), (1166, 368), (1166, 368), (1166, 368), (1166, 368)]","[(43.00986573416171, -7.552578127820336), (43.00986573416171, -7.552578127820336), (43.00986713020492, -7.552580850107088), (43.00986713020492, -7.552580850107088), (43.00986713020492, -7.552580850107088), (43.00986713020492, -7.552580850107088), (43.00986713020492, -7.552580850107088), (43.00986713020492, -7.552580850107088), (43.00986713020492, -7.552580850107088), (43.00986948516932, -7.552587022054494), (43.00986928368706, -7.552587418347645), (43.00986928368706, -7.552587418347645), (43.00986928368706, -7.552587418347645), (43.00986928368706, -7.552587418347645), (43.00986928368706, -7.552587418347645), (43.00986928368706, -7.552587418347645), (43.00986928368706, -7.552587418347645), (43.00987159929088, -7.552593479208821), (43.00987294216415, -7.5525960822297415), (43.00987294216415, -7.5525960822297415), (43.00987294216415, -7.5525960822297415), (43.00987294216415, -7.5525960822297415), (43.00987294216415, -7.5525960822297415), (43.00987294216415, -7.5525960822297415), (43.00987294216415, -7.5525960822297415), (43.00987559608568, -7.552601226582067), (43.009876708699544, -7.552604150190682), (43.00987690738435, -7.552603768398882), (43.00987690738435, -7.552603768398882), (43.00987690738435, -7.552603768398882), (43.00987690738435, -7.552603768398882), (43.00987690738435, -7.552603768398882), (43.00987690738435, -7.552603768398882), (43.009878905989744, -7.552609923996614), (43.00987999089892, -7.552612774805817), (43.00987999089892, -7.552612774805817), (43.00987999089892, -7.552612774805817), (43.00987999089892, -7.552612774805817), (43.00987999089892, -7.552612774805817), (43.00987999089892, -7.552612774805817), (43.00987999089892, -7.552612774805817), (43.00988154616372, -7.552619514152814), (43.00988260591888, -7.552622287955845), (43.009882410763836, -7.552622654722371), (43.009882410763836, -7.552622654722371), (43.009882410763836, -7.552622654722371), (43.009882410763836, -7.552622654722371), (43.009882410763836, -7.552622654722371), (43.009882410763836, -7.552622654722371), (43.00988592726981, -7.5526301139072105), (43.009885539879996, -7.55263083417841), (43.009885539879996, -7.55263083417841), (43.009885539879996, -7.55263083417841), (43.009885539879996, -7.55263083417841), (43.009885539879996, -7.55263083417841), (43.009885539879996, -7.55263083417841), (43.009885539879996, -7.55263083417841), (43.00988380191071, -7.552634065572716), (43.00988483255092, -7.552636728279146), (43.00988464046926, -7.552637084158688), (43.00988464046926, -7.552637084158688), (43.00988464046926, -7.552637084158688), (43.00988464046926, -7.552637084158688), (43.00988483255092, -7.552636728279146), (43.00988483255092, -7.552636728279146), (43.009886296095225, -7.552643043968205)]"
68,bus,5.339,0,1,"[(995, 320), (995, 320), (995, 320), (995, 320), (995, 320), (991, 326), (990, 329), (990, 329), (990, 329), (990, 328), (990, 328), (990, 328), (990, 328), (989, 330), (988, 331), (988, 332), (988, 332), (988, 332), (988, 332), (988, 332), (988, 331), (985, 336), (985, 338), (984, 338), (984, 338), (984, 338), (985, 337), (985, 337), (985, 337), (983, 341), (982, 342), (981, 343), (981, 343), (981, 342), (981, 342), (981, 342), (981, 342), (979, 348), (978, 350), (978, 350), (978, 350), (978, 350), (978, 349), (978, 349), (978, 349), (977, 354), (977, 356), (977, 356), (977, 356), (977, 356), (977, 356), (977, 356), (977, 356), (972, 361), (970, 363), (970, 364), (970, 364), (970, 363), (970, 363), (970, 363), (970, 363), (968, 368), (967, 369), (967, 369), (967, 369), (967, 369), (967, 369), (967, 369), (967, 369), (964, 375), (963, 377), (963, 377), (963, 377), (963, 377), (963, 377), (963, 377), (963, 377), (959, 388), (958, 391), (958, 391), (958, 392), (958, 391), (958, 391), (958, 391), (958, 391), (956, 397), (956, 399), (955, 399), (955, 399), (955, 399), (956, 399), (956, 399), (956, 399), (953, 401), (952, 401), (952, 401), (952, 401), (952, 401), (952, 401), (952, 401), (952, 401), (949, 408), (949, 410), (949, 410), (949, 410), (949, 410), (949, 410), (949, 410), (949, 410), (947, 418), (946, 420), (946, 420), (946, 420), (946, 420), (946, 420), (946, 420), (946, 420), (943, 426), (942, 429), (941, 429), (941, 429), (941, 428), (942, 428), (942, 428), (942, 428), (940, 435), (940, 438), (939, 438), (939, 438), (939, 438), (940, 438), (940, 438), (940, 438), (937, 447), (937, 449), (937, 450), (937, 450), (937, 450), (937, 450), (937, 449), (937, 449), (935, 459), (935, 462), (934, 462), (934, 462), (935, 462), (935, 462), (935, 461), (935, 461), (931, 469), (929, 472), (929, 472), (930, 473), (930, 472), (930, 472), (930, 472), (930, 472), (928, 482), (928, 486), (928, 486), (927, 486), (928, 486), (928, 485), (928, 485), (928, 485), (927, 493), (927, 496), (926, 496), (927, 496), (927, 496), (927, 496), (927, 496), (927, 496), (924, 507), (923, 511), (923, 512), (923, 511), (923, 511), (923, 511), (923, 511), (923, 511), (922, 520), (921, 523), (921, 523), (922, 523), (922, 523), (922, 523), (922, 523), (922, 523), (920, 534), (920, 537), (920, 538), (920, 538), (920, 538), (920, 538), (920, 537), (920, 537), (916, 549), (914, 553), (914, 553), (915, 553), (915, 553), (915, 552), (915, 552), (915, 552), (914, 564), (914, 567), (914, 568), (914, 568), (914, 567), (914, 567), (914, 567), (914, 567), (911, 580), (911, 584), (910, 585), (910, 585), (911, 584), (911, 584), (911, 584), (911, 584), (910, 598), (909, 602), (909, 603), (909, 602), (909, 602), (909, 601), (909, 601), (909, 601), (906, 614), (905, 618), (905, 619), (905, 619), (905, 618), (905, 618), (905, 618), (905, 618), (903, 634), (902, 638), (902, 639), (902, 639), (902, 639), (902, 638), (902, 638), (902, 638), (899, 653), (899, 658), (899, 659), (899, 659), (899, 658), (899, 658), (899, 658), (899, 658), (897, 675), (896, 680), (896, 681), (896, 680), (896, 680), (896, 680), (896, 680), (896, 680), (892, 697), (890, 702), (890, 703), (890, 703), (890, 703), (890, 702), (890, 702), (890, 702), (886, 719), (884, 725), (884, 726), (885, 726), (885, 725), (885, 725), (885, 724), (885, 724), (880, 743), (879, 749), (879, 750), (878, 750), (879, 749), (879, 749), (879, 749), (879, 748), (872, 769), (871, 775), (870, 777), (870, 776), (871, 776), (871, 775), (871, 775), (871, 775), (862, 796), (860, 802), (859, 803), (860, 803), (860, 802), (860, 802), (860, 802), (860, 801), (850, 823), (847, 830), (847, 831), (847, 831), (847, 830), (848, 829), (848, 829), (848, 829), (835, 852), (831, 859), (830, 861), (831, 861), (831, 860), (832, 859), (832, 859), (832, 859), (817, 883), (813, 890), (813, 891), (813, 891), (813, 891), (814, 890), (814, 889), (814, 889), (794, 914), (788, 921), (787, 923), (787, 922), (788, 921), (788, 921), (789, 920), (789, 921), (769, 943), (763, 951), (762, 952), (762, 952), (763, 951), (763, 950), (763, 950), (763, 950), (740, 961), (733, 964), (731, 965), (732, 965), (732, 964), (733, 964), (733, 964), (733, 964), (711, 974), (704, 978), (703, 978), (703, 978), (704, 978), (704, 977), (704, 977), (705, 977), (686, 990), (679, 994), (679, 994), (679, 994), (679, 994), (680, 993), (680, 993), (680, 993), (656, 1006), (649, 1009), (648, 1010), (648, 1010), (649, 1009), (649, 1009), (650, 1009), (650, 1009)]","[(43.00987629587364, -7.552539956685692), (43.00987629587364, -7.552539956685692), (43.00987950845222, -7.552545035563779), (43.009879721133785, -7.552544610423837), (43.009879721133785, -7.552544610423837), (43.009879721133785, -7.552544610423837), (43.009877908431186, -7.552542506034443), (43.009877908431186, -7.552542506034443), (43.009877908431186, -7.552542506034443), (43.009884658188696, -7.552551671313742), (43.009886420383516, -7.552553712375968), (43.009888170182975, -7.552555739081259), (43.009888170182975, -7.552555739081259), (43.00988663208313, -7.552553295986423), (43.00988663208313, -7.552553295986423), (43.00988663208313, -7.552553295986423), (43.00988663208313, -7.552553295986423), (43.00989610742227, -7.552566873695027), (43.00989924408506, -7.552571135329644), (43.00989924408506, -7.552571135329644), (43.00989924408506, -7.552571135329644), (43.00989924408506, -7.552571135329644), (43.00989778621214, -7.5525688114728435), (43.00989778621214, -7.5525688114728435), (43.00989778621214, -7.5525688114728435), (43.00990517664107, -7.552579869452561), (43.00990797569897, -7.552584336425966), (43.00990797569897, -7.552584336425966), (43.00990797569897, -7.552584336425966), (43.00990797569897, -7.552584336425966), (43.00990797569897, -7.552584336425966), (43.00990797569897, -7.552584336425966), (43.00990797569897, -7.552584336425966), (43.009915827341615, -7.552593337262532), (43.00991889594174, -7.552596854993732), (43.00992020987644, -7.552598969284546), (43.00992020987644, -7.552598969284546), (43.00991889594174, -7.552596854993732), (43.00991889594174, -7.552596854993732), (43.00991889594174, -7.552596854993732), (43.00991889594174, -7.552596854993732), (43.009925781624865, -7.552606548106775), (43.009927253124005, -7.552608229199773), (43.009927253124005, -7.552608229199773), (43.009927253124005, -7.552608229199773), (43.009927253124005, -7.552608229199773), (43.009927253124005, -7.552608229199773), (43.009927253124005, -7.552608229199773), (43.009927253124005, -7.552608229199773), (43.00993528106323, -7.552619155302843), (43.009937887218776, -7.55262270230578), (43.009937887218776, -7.55262270230578), (43.009937887218776, -7.55262270230578), (43.009937887218776, -7.55262270230578), (43.009937887218776, -7.55262270230578), (43.009937887218776, -7.55262270230578), (43.009937887218776, -7.55262270230578), (43.00995133762524, -7.5526419123462905), (43.009954826129444, -7.552646950110607), (43.009954826129444, -7.552646950110607), (43.00995590883961, -7.552648717308293), (43.009954826129444, -7.552646950110607), (43.009954826129444, -7.552646950110607), (43.009954826129444, -7.552646950110607), (43.009954826129444, -7.552646950110607), (43.009961608392736, -7.552656744406937), (43.00996368399102, -7.552660140269614), (43.009963878122576, -7.552659822843095), (43.009963878122576, -7.552659822843095), (43.009963878122576, -7.552659822843095), (43.00996368399102, -7.552660140269614), (43.00996368399102, -7.552660140269614), (43.00996368399102, -7.552660140269614), (43.00996631402015, -7.5526625491490496), (43.00996650772574, -7.552662234082125), (43.00996650772574, -7.552662234082125), (43.00996650772574, -7.552662234082125), (43.00996650772574, -7.552662234082125), (43.00996650772574, -7.552662234082125), (43.00996650772574, -7.552662234082125), (43.00996650772574, -7.552662234082125), (43.00997404656144, -7.5526727658983805), (43.00997597951083, -7.552675954895381), (43.00997597951083, -7.552675954895381), (43.00997597951083, -7.552675954895381), (43.00997597951083, -7.552675954895381), (43.00997597951083, -7.552675954895381), (43.00997597951083, -7.552675954895381), (43.00997597951083, -7.552675954895381), (43.0099838563623, -7.552687742767654), (43.00998586195339, -7.552690458246514), (43.00998586195339, -7.552690458246514), (43.00998586195339, -7.552690458246514), (43.00998586195339, -7.552690458246514), (43.00998586195339, -7.552690458246514), (43.00998586195339, -7.552690458246514), (43.00998586195339, -7.552690458246514), (43.009991743505026, -7.552698421599137), (43.00999451810867, -7.552702444011284), (43.0099947030114, -7.55270216284972), (43.0099947030114, -7.55270216284972), (43.0099938454516, -7.5527007344206005), (43.00999366020752, -7.552701016726885), (43.00999366020752, -7.552701016726885), (43.00999366020752, -7.552701016726885), (43.00999992865037, -7.552710287808594), (43.01000238484841, -7.552714383987643), (43.010002566879336, -7.552714112514983), (43.010002566879336, -7.552714112514983), (43.010002566879336, -7.552714112514983), (43.01000238484841, -7.552714383987643), (43.01000238484841, -7.552714383987643), (43.01000238484841, -7.552714383987643), (43.01001004707505, -7.552725479165028), (43.01001158065994, -7.552728045945926), (43.01001234115822, -7.55272931880176), (43.01001234115822, -7.55272931880176), (43.01001234115822, -7.55272931880176), (43.01001234115822, -7.55272931880176), (43.01001158065994, -7.552728045945926), (43.01001158065994, -7.552728045945926), (43.01001935380402, -7.552739966625238), (43.0100215018896, -7.55274357056496), (43.01002167652001, -7.552743322172026), (43.01002167652001, -7.552743322172026), (43.0100215018896, -7.55274357056496), (43.0100215018896, -7.55274357056496), (43.010020789666484, -7.552742375636239), (43.010020789666484, -7.552742375636239), (43.01002707389429, -7.552750791597542), (43.01002945206247, -7.552753741319627), (43.01002945206247, -7.552753741319627), (43.010029951048615, -7.552755113766101), (43.01002928018527, -7.552753981425339), (43.01002928018527, -7.552753981425339), (43.01002928018527, -7.552753981425339), (43.01002928018527, -7.552753981425339), (43.01003617446694, -7.552764584272541), (43.01003870311954, -7.5527688626688185), (43.01003870311954, -7.5527688626688185), (43.010038870910684, -7.552768633782304), (43.01003870311954, -7.5527688626688185), (43.01003807570036, -7.552767801096369), (43.01003807570036, -7.552767801096369), (43.01003807570036, -7.552767801096369), (43.01004317463062, -7.55277592433807), (43.01004497417107, -7.552778972782238), (43.01004513911058, -7.552778751364874), (43.01004497417107, -7.552778972782238), (43.01004497417107, -7.552778972782238), (43.01004497417107, -7.552778972782238), (43.01004497417107, -7.552778972782238), (43.01004497417107, -7.552778972782238), (43.010051839088206, -7.552789138210826), (43.01005423465242, -7.552792726376363), (43.01005478649313, -7.552793665736852), (43.01005423465242, -7.552792726376363), (43.01005423465242, -7.552792726376363), (43.01005423465242, -7.552792726376363), (43.01005423465242, -7.552792726376363), (43.01005423465242, -7.552792726376363), (43.01005926825553, -7.552800819573121), (43.010061005660845, -7.552803308228568), (43.010061005660845, -7.552803308228568), (43.010060847899716, -7.552803511752544), (43.010060847899716, -7.552803511752544), (43.010060847899716, -7.552803511752544), (43.010060847899716, -7.552803511752544), (43.010060847899716, -7.552803511752544), (43.01006676885216, -7.55281268103505), (43.01006825014973, -7.552815211732441), (43.01006873954733, -7.552816047835359), (43.01006873954733, -7.552816047835359), (43.01006873954733, -7.552816047835359), (43.01006873954733, -7.552816047835359), (43.01006825014973, -7.552815211732441), (43.01006825014973, -7.552815211732441), (43.0100745885074, -7.5528242522413604), (43.010076731076694, -7.552827040687714), (43.010076731076694, -7.552827040687714), (43.01007658061641, -7.552827227366862), (43.01007658061641, -7.552827227366862), (43.01007612340238, -7.552826441488545), (43.01007612340238, -7.552826441488545), (43.01007612340238, -7.552826441488545), (43.010081631447434, -7.552835473901149), (43.01008292898605, -7.552837706879171), (43.010083357907135, -7.55283844502393), (43.010083357907135, -7.55283844502393), (43.01008292898605, -7.552837706879171), (43.01008292898605, -7.552837706879171), (43.01008292898605, -7.552837706879171), (43.01008292898605, -7.552837706879171), (43.0100888019615, -7.552846549343709), (43.010090416048634, -7.552849337249294), (43.01009095866572, -7.5528498560262625), (43.01009095866572, -7.5528498560262625), (43.010090416048634, -7.552849337249294), (43.010090416048634, -7.552849337249294), (43.010090416048634, -7.552849337249294), (43.010090416048634, -7.552849337249294), (43.010096006806116, -7.5528585859822925), (43.010097648307294, -7.5528610196339505), (43.010098019966684, -7.5528616631443315), (43.010097648307294, -7.5528610196339505), (43.010097648307294, -7.5528610196339505), (43.01009727520255, -7.552860373620969), (43.01009727520255, -7.552860373620969), (43.01009727520255, -7.552860373620969), (43.01010242625384, -7.552868103306821), (43.01010397185426, -7.552870394778215), (43.0101043206678, -7.552871001690571), (43.0101043206678, -7.552871001690571), (43.01010397185426, -7.552870394778215), (43.01010397185426, -7.552870394778215), (43.01010397185426, -7.552870394778215), (43.01010397185426, -7.552870394778215), (43.01010966608753, -7.552879535578652), (43.01011110467181, -7.5528816634157625), (43.010111428061876, -7.552882228162844), (43.010111428061876, -7.552882228162844), (43.010111428061876, -7.552882228162844), (43.01011110467181, -7.5528816634157625), (43.01011110467181, -7.5528816634157625), (43.01011110467181, -7.5528816634157625), (43.01011622437817, -7.552889489004173), (43.01011774327416, -7.55289215127744), (43.010118043864004, -7.552892678141881), (43.010118043864004, -7.552892678141881), (43.01011774327416, -7.55289215127744), (43.01011774327416, -7.55289215127744), (43.01011774327416, -7.55289215127744), (43.01011774327416, -7.55289215127744), (43.01012296560042, -7.552900587129306), (43.01012449649175, -7.552902920533969), (43.01012477467081, -7.552903409917034), (43.01012449649175, -7.552902920533969), (43.01012449649175, -7.552902920533969), (43.01012449649175, -7.552902920533969), (43.01012449649175, -7.552902920533969), (43.01012449649175, -7.552902920533969), (43.01012958973895, -7.5529104926436865), (43.010131135022135, -7.55291253353064), (43.01013139266199, -7.55291299014051), (43.01013139266199, -7.55291299014051), (43.01013139266199, -7.55291299014051), (43.010131135022135, -7.55291253353064), (43.010131135022135, -7.55291253353064), (43.010131135022135, -7.55291253353064), (43.010135878669914, -7.5529195926799755), (43.01013756285156, -7.552921922125078), (43.01013780129836, -7.552922347862912), (43.010137683574236, -7.552922472791044), (43.01013744497195, -7.5529220473021965), (43.01013744497195, -7.5529220473021965), (43.010137205618626, -7.552921620474035), (43.010137205618626, -7.552921620474035), (43.010142204216876, -7.55292890266652), (43.010143657918206, -7.552931186238287), (43.01014387862598, -7.5529315827525165), (43.01014399289695, -7.552931463357678), (43.010143657918206, -7.552931186238287), (43.010143657918206, -7.552931186238287), (43.010143657918206, -7.552931186238287), (43.0101434365405, -7.552930788520513), (43.010148730105136, -7.552938087874179), (43.010150073600656, -7.552940207538969), (43.01015059005231, -7.552940830147161), (43.01015038758133, -7.5529404623012635), (43.01015027680095, -7.5529405762498785), (43.010150073600656, -7.552940207538969), (43.010150073600656, -7.552940207538969), (43.010150073600656, -7.552940207538969), (43.010155193583536, -7.55294674101189), (43.010156541327284, -7.552948601560896), (43.01015683542411, -7.552948836120669), (43.010156727994904, -7.552948944963726), (43.010156541327284, -7.552948601560896), (43.010156541327284, -7.552948601560896), (43.010156541327284, -7.552948601560896), (43.01015635413415, -7.552948257191296), (43.01016140417189, -7.552954563546218), (43.01016293118807, -7.552956513070743), (43.01016310240315, -7.5529568332446475), (43.01016310240315, -7.5529568332446475), (43.01016293118807, -7.552956513070743), (43.01016265509671, -7.552956296388221), (43.01016265509671, -7.552956296388221), (43.01016265509671, -7.552956296388221), (43.010167815349185, -7.5529621552074255), (43.01016933149951, -7.552963867277861), (43.010169745413016, -7.552964365162101), (43.010169644452795, -7.552964464518337), (43.010169488180125, -7.552964166287369), (43.01016923032867, -7.552963966934397), (43.01016923032867, -7.552963966934397), (43.01016923032867, -7.552963966934397), (43.01017436290466, -7.5529694895046005), (43.01017576768031, -7.5529710763068945), (43.01017591046484, -7.552971355165478), (43.01017591046484, -7.552971355165478), (43.01017591046484, -7.552971355165478), (43.01017566963355, -7.55297117154551), (43.0101755263805, -7.552970892132669), (43.0101755263805, -7.552970892132669), (43.01018091627906, -7.552975833082657), (43.01018240867981, -7.552977129728127), (43.0101827628524, -7.552977561486997), (43.01018263354689, -7.552977300261306), (43.01018240867981, -7.552977129728127), (43.01018240867981, -7.552977129728127), (43.0101821833098, -7.552976958813543), (43.01018231345003, -7.55297722103673), (43.01018696235643, -7.552981061844836), (43.01018847969157, -7.552982524661669), (43.01018869062361, -7.552982683773451), (43.01018869062361, -7.552982683773451), (43.01018847969157, -7.552982524661669), (43.010188361061424, -7.55298227727039), (43.010188361061424, -7.55298227727039), (43.010188361061424, -7.55298227727039), (43.01019176444325, -7.552982971579189)]"
